,TARGET
274175,0.0
12031,1.0
274180,1.0
12038,1.0
274196,1.0
274198,1.0
12057,0.0
274201,0.0
274205,0.0
12062,1.0
143135,0.0
274208,0.0
143146,1.0
274219,0.0
143147,1.0
143149,0.0
143150,1.0
12078,1.0
274224,0.0
143152,1.0
143154,0.0
12074,1.0
12085,1.0
274231,0.0
274232,1.0
12090,1.0
274258,0.0
274261,1.0
12119,0.0
274263,1.0
274268,0.0
143197,1.0
143219,1.0
274292,0.0
12150,1.0
274297,0.0
12155,1.0
12158,1.0
274304,1.0
12165,1.0
143239,0.0
143245,1.0
143253,0.0
12181,1.0
274325,1.0
12185,1.0
274331,0.0
274335,1.0
143264,0.0
274342,0.0
143270,1.0
143274,0.0
12216,1.0
12217,1.0
12223,1.0
12224,1.0
274375,1.0
274377,0.0
12237,0.0
143309,1.0
12238,1.0
143312,0.0
274391,1.0
274393,1.0
12252,0.0
12253,0.0
143327,1.0
274401,1.0
274403,1.0
12267,1.0
274413,0.0
12270,1.0
143345,1.0
143346,1.0
274423,0.0
274425,0.0
274426,0.0
143355,1.0
274428,1.0
274430,0.0
143358,1.0
274433,0.0
143361,0.0
274437,0.0
143373,0.0
143376,1.0
143378,1.0
274451,1.0
143388,1.0
12317,1.0
274463,0.0
143392,0.0
274464,0.0
12319,1.0
274470,0.0
274471,0.0
12332,1.0
143406,1.0
12336,0.0
12340,1.0
143415,1.0
12344,0.0
143417,1.0
12346,0.0
274490,1.0
143422,0.0
274499,1.0
12359,0.0
143432,0.0
143433,0.0
274507,1.0
143436,1.0
12367,1.0
12371,0.0
12372,0.0
274517,0.0
274520,0.0
274524,0.0
143457,0.0
12385,1.0
143459,0.0
143466,0.0
143474,1.0
274547,1.0
12404,0.0
143478,0.0
274551,0.0
143480,0.0
12412,1.0
274557,1.0
143487,0.0
274562,1.0
274563,0.0
143491,0.0
12428,0.0
143501,0.0
143506,0.0
12434,1.0
143511,0.0
274583,0.0
274584,1.0
12442,0.0
274588,1.0
143517,0.0
274589,1.0
143519,0.0
12448,1.0
274593,1.0
274595,0.0
12452,1.0
143524,1.0
12456,0.0
274605,0.0
143533,0.0
12465,1.0
143546,1.0
274621,0.0
274625,1.0
143555,1.0
12485,0.0
143557,1.0
274634,0.0
274635,1.0
274637,0.0
12494,1.0
143567,0.0
12493,1.0
143571,0.0
143573,0.0
274645,0.0
274647,0.0
12509,1.0
274657,0.0
274661,1.0
12518,0.0
12519,0.0
274664,1.0
12521,1.0
274665,1.0
12526,1.0
274671,0.0
12528,0.0
274673,0.0
274677,1.0
274680,0.0
12539,0.0
12542,1.0
274689,1.0
12546,1.0
143619,1.0
143621,1.0
274693,1.0
12551,1.0
143623,1.0
274695,1.0
12558,0.0
12559,1.0
143634,0.0
12569,1.0
143643,1.0
143647,1.0
143648,0.0
12583,1.0
143656,1.0
143663,0.0
143666,1.0
143667,1.0
12599,0.0
143675,1.0
274751,1.0
143680,0.0
143681,1.0
12609,1.0
143683,1.0
12612,0.0
274753,1.0
274755,1.0
143687,0.0
12616,1.0
12617,1.0
143688,1.0
274763,1.0
12623,1.0
143696,0.0
274771,1.0
143700,0.0
12638,1.0
274783,0.0
274796,1.0
12657,1.0
274809,1.0
274812,0.0
143747,0.0
12678,0.0
12684,1.0
143757,0.0
274831,0.0
274833,0.0
12698,0.0
12699,1.0
143773,0.0
143780,0.0
274852,0.0
274853,0.0
143782,1.0
12715,1.0
274860,1.0
12717,1.0
274863,0.0
274865,1.0
274867,1.0
12728,1.0
12731,0.0
274876,0.0
143805,0.0
12734,1.0
143813,0.0
274891,0.0
143824,1.0
274897,1.0
143828,0.0
143834,0.0
143837,0.0
274910,0.0
12766,0.0
274913,1.0
143843,1.0
12776,1.0
12777,1.0
143849,1.0
274924,0.0
274928,1.0
12791,1.0
274936,0.0
12800,1.0
274946,0.0
143877,0.0
12805,0.0
274953,0.0
143881,0.0
274955,0.0
12812,0.0
143884,1.0
143886,0.0
143887,1.0
12813,1.0
274958,1.0
12818,1.0
143891,0.0
274963,0.0
12820,0.0
274962,1.0
12823,0.0
12822,1.0
274976,1.0
143904,1.0
12836,0.0
12839,1.0
12840,1.0
143916,1.0
12848,1.0
274999,0.0
275001,0.0
143931,1.0
143932,1.0
12861,0.0
275005,0.0
143935,1.0
275008,0.0
275009,0.0
12865,1.0
275007,1.0
143941,0.0
275018,1.0
143946,1.0
12877,0.0
143950,0.0
275028,0.0
12888,0.0
275032,1.0
143962,0.0
275035,0.0
275036,0.0
12906,0.0
12907,1.0
143980,1.0
275053,0.0
275054,0.0
143983,0.0
12910,0.0
143992,0.0
12920,0.0
144001,1.0
12930,0.0
144003,0.0
275075,0.0
275077,1.0
12934,0.0
12929,1.0
275081,0.0
12939,1.0
12943,0.0
12946,0.0
144023,1.0
144026,0.0
12956,0.0
144029,0.0
275102,0.0
12959,0.0
12957,1.0
144033,0.0
275109,1.0
275110,0.0
275111,1.0
144042,0.0
12970,0.0
275116,0.0
275115,0.0
144045,1.0
275114,1.0
275120,1.0
275122,0.0
144053,0.0
275125,0.0
12985,1.0
12986,1.0
275132,0.0
275134,1.0
275137,1.0
275138,0.0
275140,0.0
12998,1.0
144071,1.0
275145,0.0
275146,1.0
144077,0.0
275149,1.0
13007,0.0
144080,0.0
144086,1.0
144087,0.0
144090,0.0
144091,1.0
13022,0.0
13023,1.0
275172,0.0
13029,1.0
144102,1.0
13034,0.0
275182,0.0
275186,1.0
144116,0.0
275191,1.0
275197,0.0
275198,0.0
13055,1.0
144126,1.0
144131,1.0
13061,1.0
144137,0.0
13070,0.0
13073,1.0
13078,0.0
275225,1.0
144157,1.0
144160,0.0
275239,0.0
13100,1.0
144172,1.0
13106,0.0
13108,1.0
144185,1.0
144186,0.0
13116,1.0
144189,0.0
275266,1.0
13124,1.0
144198,0.0
275274,1.0
13134,1.0
13142,1.0
13144,0.0
13146,1.0
144219,0.0
13148,0.0
275291,0.0
144223,0.0
13155,1.0
144228,0.0
144230,1.0
144232,0.0
275305,1.0
275318,1.0
275320,0.0
275327,1.0
144256,0.0
275329,1.0
275331,1.0
13188,0.0
275336,1.0
13194,1.0
144269,1.0
275342,1.0
13205,0.0
275353,1.0
275354,0.0
275359,0.0
144288,0.0
275364,0.0
13222,0.0
13223,0.0
275372,0.0
275374,1.0
13232,1.0
13243,0.0
275387,1.0
144318,1.0
13248,0.0
144324,1.0
13254,0.0
275399,0.0
13263,0.0
275409,0.0
13267,0.0
275412,0.0
144341,1.0
275411,1.0
275421,1.0
144351,0.0
13288,0.0
144362,0.0
13295,0.0
275443,1.0
144372,0.0
13301,0.0
13302,1.0
275447,1.0
275448,1.0
13308,0.0
144381,1.0
144383,0.0
144386,1.0
275460,1.0
13317,0.0
275462,0.0
13319,0.0
144393,1.0
275469,0.0
13329,1.0
13334,0.0
13339,0.0
144421,0.0
275497,0.0
275499,1.0
13362,0.0
144435,0.0
275507,1.0
13367,0.0
275511,0.0
144439,1.0
144440,1.0
275515,0.0
144444,0.0
13372,1.0
275522,1.0
13381,0.0
275528,1.0
275536,1.0
275537,1.0
13394,0.0
144467,0.0
275541,0.0
144477,0.0
275550,1.0
144479,1.0
144481,0.0
13409,1.0
144483,0.0
144484,1.0
275556,1.0
13420,1.0
275567,0.0
13431,1.0
13435,0.0
144508,0.0
13437,1.0
144512,0.0
144516,0.0
13445,0.0
275590,0.0
13448,0.0
144522,1.0
275597,0.0
275600,0.0
275601,1.0
144533,1.0
13468,1.0
144545,1.0
275617,1.0
13478,0.0
275628,1.0
13486,1.0
275638,1.0
275639,0.0
275640,0.0
13496,1.0
144571,0.0
144573,0.0
275652,1.0
13510,0.0
275654,1.0
275657,1.0
13519,1.0
275671,1.0
275672,0.0
144600,1.0
13530,1.0
275676,1.0
13535,1.0
13536,0.0
13538,1.0
275683,1.0
13542,0.0
275688,1.0
144617,1.0
13546,0.0
144618,0.0
275692,0.0
144635,0.0
13569,0.0
275721,0.0
144650,1.0
275724,0.0
144654,1.0
275732,1.0
144661,1.0
275734,0.0
13604,1.0
275749,1.0
275755,0.0
275758,0.0
275762,0.0
13618,0.0
144690,1.0
144693,0.0
275767,0.0
13624,1.0
144698,1.0
144700,1.0
13630,0.0
13633,1.0
275782,1.0
275791,0.0
275792,0.0
13651,0.0
275795,1.0
275797,0.0
144725,1.0
13653,1.0
13654,1.0
275801,0.0
275802,1.0
144729,1.0
275803,1.0
13661,0.0
275807,1.0
144736,0.0
144738,1.0
13668,1.0
13673,1.0
275818,1.0
275827,1.0
13685,1.0
275831,1.0
275832,0.0
275833,1.0
13694,1.0
144767,0.0
275841,0.0
13698,0.0
275844,1.0
275849,0.0
144777,0.0
275851,0.0
13707,1.0
13708,1.0
144780,1.0
13711,1.0
275857,0.0
13713,1.0
144785,1.0
275858,1.0
144791,0.0
13719,1.0
13721,0.0
144793,0.0
275866,1.0
275868,0.0
13724,1.0
144798,1.0
144799,0.0
144794,1.0
144804,1.0
144805,1.0
13733,1.0
13736,0.0
144808,1.0
13739,1.0
144812,0.0
275884,1.0
13742,0.0
144814,0.0
13744,0.0
144817,0.0
13746,1.0
275891,1.0
275888,1.0
13750,0.0
275894,0.0
13757,1.0
275907,0.0
13764,1.0
13771,1.0
275916,1.0
275917,1.0
144849,1.0
275922,1.0
13779,1.0
13780,1.0
144856,0.0
13784,1.0
13788,0.0
13795,0.0
13797,0.0
13800,0.0
275944,0.0
144874,1.0
144872,1.0
13804,0.0
275948,1.0
13806,0.0
144876,1.0
13801,1.0
275953,1.0
275954,0.0
275955,0.0
13816,0.0
275961,0.0
275962,0.0
13821,0.0
144897,0.0
275975,0.0
13835,1.0
275984,1.0
13842,1.0
144918,1.0
144921,1.0
275994,0.0
276002,1.0
13859,0.0
13861,1.0
276008,0.0
144938,0.0
276011,1.0
276017,0.0
144945,0.0
13877,1.0
13883,0.0
276028,0.0
144957,0.0
144955,1.0
13887,0.0
144964,1.0
144966,1.0
276040,1.0
144972,1.0
13900,1.0
13905,1.0
144978,1.0
144979,0.0
276052,1.0
144980,1.0
276057,1.0
276058,1.0
144991,0.0
13924,1.0
144997,1.0
144998,0.0
13929,1.0
276074,1.0
13931,1.0
276076,0.0
276079,1.0
145013,1.0
13942,1.0
13944,1.0
276091,1.0
276093,0.0
145021,1.0
276095,0.0
13953,1.0
145028,0.0
145043,1.0
276117,0.0
13979,0.0
145053,1.0
145054,1.0
276125,1.0
276129,1.0
13986,0.0
276132,1.0
13990,1.0
276138,1.0
13995,0.0
13996,0.0
145070,0.0
13998,1.0
145073,1.0
276146,0.0
14002,0.0
145080,1.0
145082,0.0
276156,1.0
145085,0.0
14014,1.0
145087,0.0
276161,1.0
145090,0.0
276165,0.0
145096,1.0
14033,0.0
145108,1.0
145109,1.0
14040,0.0
276184,1.0
14042,1.0
145119,1.0
276191,1.0
276197,1.0
145129,0.0
14058,0.0
276204,1.0
145135,1.0
14066,0.0
145140,0.0
14076,0.0
145149,0.0
145150,1.0
276224,0.0
276225,0.0
145155,1.0
145159,1.0
14088,0.0
276232,1.0
14090,1.0
145164,1.0
276245,0.0
145174,0.0
14105,0.0
145186,0.0
14123,1.0
145196,1.0
276272,0.0
145201,0.0
14131,1.0
145205,1.0
145211,0.0
145212,1.0
14141,1.0
14143,0.0
276288,0.0
145218,1.0
276290,1.0
276292,0.0
14159,1.0
276304,0.0
14161,0.0
145234,0.0
14163,0.0
14164,0.0
14165,1.0
276310,0.0
145235,1.0
276312,0.0
145232,1.0
145245,1.0
276327,0.0
145263,0.0
276340,0.0
276344,0.0
276348,1.0
14210,1.0
276357,0.0
14217,0.0
14223,1.0
145297,1.0
276370,0.0
276371,0.0
145300,1.0
276373,0.0
14230,0.0
14231,0.0
145307,0.0
145308,1.0
14237,1.0
276389,0.0
14245,1.0
276392,0.0
276396,0.0
14253,1.0
145326,1.0
276399,0.0
14258,1.0
145332,0.0
14262,0.0
276413,0.0
14270,1.0
276419,0.0
14275,0.0
145349,0.0
14281,0.0
14282,1.0
14283,0.0
145356,1.0
14290,1.0
276444,0.0
14308,1.0
276454,0.0
145383,0.0
14316,1.0
276469,0.0
145397,0.0
14329,1.0
276479,0.0
14337,0.0
145412,1.0
276485,0.0
145415,0.0
14348,0.0
276498,1.0
145430,1.0
276504,0.0
276505,0.0
14362,1.0
145435,0.0
14363,0.0
14360,1.0
14366,0.0
145439,1.0
276514,1.0
14371,1.0
145447,0.0
14377,1.0
276523,0.0
276524,1.0
145462,1.0
145463,1.0
14394,0.0
14396,1.0
14399,1.0
145471,1.0
145473,1.0
14405,0.0
14406,1.0
14409,0.0
145486,1.0
145487,0.0
14417,0.0
276564,1.0
145495,1.0
14425,0.0
14428,1.0
14431,1.0
145504,0.0
145507,0.0
14437,1.0
276584,1.0
145514,0.0
145516,1.0
276591,1.0
145528,0.0
14457,0.0
14456,1.0
14459,1.0
145533,1.0
276609,0.0
14466,0.0
145539,0.0
14467,0.0
14465,1.0
276616,0.0
276619,1.0
145548,0.0
14477,0.0
145550,1.0
14481,0.0
276628,0.0
14490,0.0
145564,0.0
14497,1.0
276643,1.0
145571,1.0
276646,1.0
145577,1.0
145579,0.0
14508,0.0
14507,0.0
145582,0.0
14511,0.0
276652,1.0
145584,1.0
145587,0.0
145597,0.0
276672,0.0
276676,0.0
145605,0.0
145610,1.0
145611,1.0
14539,1.0
276686,0.0
145614,1.0
145619,0.0
276700,0.0
14557,1.0
276702,0.0
276701,1.0
145634,0.0
14567,1.0
14569,0.0
276714,1.0
276718,1.0
14576,0.0
14580,0.0
145653,1.0
276726,0.0
14582,0.0
145662,0.0
14590,1.0
276736,0.0
14595,0.0
14596,0.0
14601,1.0
145674,0.0
145676,1.0
145677,0.0
14605,1.0
145687,1.0
276761,0.0
145690,0.0
145697,1.0
276770,1.0
276771,0.0
276775,1.0
276778,0.0
276779,0.0
276780,1.0
276781,0.0
276783,1.0
14640,1.0
276786,0.0
14642,1.0
14644,1.0
145717,0.0
14647,0.0
276793,0.0
14649,0.0
145723,1.0
276796,0.0
145724,1.0
145727,1.0
276802,0.0
276805,0.0
145733,0.0
14661,1.0
276808,1.0
14665,0.0
145737,1.0
145740,0.0
276813,0.0
14669,1.0
145747,1.0
14677,0.0
276821,1.0
14680,0.0
145754,0.0
145755,1.0
145756,0.0
14685,0.0
14687,0.0
145759,1.0
145761,1.0
276833,1.0
14691,0.0
14693,1.0
14698,1.0
276845,0.0
276855,0.0
276857,0.0
145788,0.0
145789,0.0
14718,1.0
276862,1.0
14720,1.0
14727,0.0
14730,1.0
145804,0.0
145805,0.0
145809,1.0
14737,1.0
14740,1.0
145816,0.0
276889,1.0
276893,0.0
145821,0.0
276900,1.0
14758,0.0
14760,1.0
14765,0.0
276909,0.0
145838,1.0
145840,1.0
14769,1.0
276914,0.0
14766,1.0
145844,1.0
145850,0.0
276927,0.0
145859,0.0
14790,0.0
145868,1.0
276943,0.0
145872,1.0
14802,1.0
14804,0.0
145879,1.0
145880,0.0
14810,1.0
276958,0.0
145887,0.0
276959,1.0
145892,0.0
276967,0.0
145897,1.0
276970,1.0
276980,1.0
145909,1.0
14846,1.0
145922,0.0
14854,1.0
145927,1.0
145928,0.0
276999,1.0
14858,0.0
145933,0.0
277009,1.0
277011,0.0
14870,1.0
145943,0.0
14873,1.0
14877,0.0
277025,0.0
14882,1.0
14883,1.0
145956,0.0
277032,0.0
14892,0.0
145968,0.0
14897,1.0
14900,0.0
145981,1.0
145984,1.0
14915,0.0
145995,0.0
14928,0.0
146008,0.0
277081,0.0
277087,0.0
14944,1.0
277089,1.0
277090,0.0
277092,0.0
14949,1.0
146022,1.0
146020,1.0
146033,1.0
277112,0.0
14969,0.0
146042,0.0
277114,1.0
146048,1.0
146051,0.0
146052,0.0
14981,0.0
146054,0.0
277125,1.0
14980,1.0
277129,1.0
146058,1.0
146059,0.0
146056,1.0
277134,1.0
277137,0.0
146069,1.0
146071,1.0
146075,1.0
15003,1.0
146077,1.0
146078,0.0
146079,1.0
146080,0.0
15013,0.0
146088,0.0
15018,1.0
277165,0.0
146093,1.0
146098,1.0
146101,1.0
277174,1.0
277175,0.0
146104,1.0
277179,0.0
15036,0.0
277183,0.0
277185,0.0
146114,1.0
277189,0.0
146123,0.0
277200,1.0
15056,1.0
277202,0.0
146130,0.0
146138,0.0
277211,0.0
146143,0.0
15071,1.0
15074,1.0
277219,0.0
15076,0.0
15078,1.0
277223,0.0
277224,1.0
277226,1.0
146158,0.0
15087,1.0
15088,0.0
146160,1.0
146159,1.0
146163,0.0
277236,0.0
15098,1.0
277244,1.0
15101,0.0
277248,1.0
277249,0.0
277252,1.0
146182,1.0
277255,1.0
146189,1.0
146193,1.0
277267,0.0
146197,0.0
15126,1.0
277272,0.0
277274,1.0
15131,1.0
15133,1.0
15134,1.0
277278,1.0
15136,1.0
277282,0.0
277289,0.0
146218,0.0
15147,1.0
15148,0.0
277292,0.0
15149,1.0
277295,0.0
277300,1.0
146232,1.0
146234,0.0
277307,0.0
15165,0.0
146238,0.0
277309,0.0
146243,0.0
15173,0.0
146255,0.0
277329,1.0
15187,1.0
146263,0.0
146264,0.0
277337,1.0
146270,1.0
15202,1.0
277347,0.0
277348,0.0
15205,0.0
146275,1.0
277364,1.0
146293,1.0
277365,1.0
15220,1.0
277368,1.0
277370,1.0
15229,1.0
15231,1.0
277375,1.0
277385,0.0
277387,0.0
15244,0.0
277388,1.0
277392,1.0
277394,1.0
146329,0.0
277403,0.0
277406,1.0
15270,1.0
277422,1.0
146351,1.0
146352,0.0
15278,1.0
277426,0.0
15281,1.0
277429,1.0
146358,0.0
15287,0.0
15292,0.0
277439,0.0
277446,0.0
15307,0.0
277453,0.0
15319,1.0
146391,1.0
146399,0.0
15330,0.0
15333,1.0
15339,0.0
15342,1.0
277487,1.0
277491,0.0
277492,1.0
146431,0.0
277503,1.0
277509,0.0
146438,0.0
146437,1.0
15368,0.0
146439,1.0
277515,0.0
146443,1.0
277517,1.0
146444,1.0
15375,1.0
277522,0.0
146450,1.0
146453,1.0
146454,1.0
146459,0.0
15391,1.0
15392,1.0
15396,0.0
146471,1.0
277544,1.0
277554,1.0
146484,1.0
277558,0.0
15415,1.0
15416,1.0
277560,1.0
146490,1.0
146491,0.0
146492,0.0
277568,1.0
15433,1.0
15435,0.0
15436,0.0
277580,0.0
146514,0.0
277586,1.0
277587,1.0
15450,0.0
146523,0.0
277600,1.0
15457,0.0
15460,1.0
277606,1.0
15463,0.0
146535,1.0
277613,1.0
15469,1.0
146546,0.0
277618,1.0
146550,0.0
146551,0.0
15480,1.0
146553,1.0
277626,0.0
146556,0.0
15499,0.0
146571,1.0
15507,1.0
146580,1.0
146584,1.0
15513,1.0
146586,0.0
15515,1.0
15517,0.0
146589,1.0
146590,1.0
277670,0.0
15528,0.0
277675,1.0
146606,1.0
15539,0.0
15547,0.0
277695,1.0
146628,1.0
15557,1.0
146634,0.0
277707,1.0
146637,0.0
15566,0.0
146644,1.0
15574,0.0
15582,0.0
15584,1.0
277730,0.0
277732,1.0
15591,1.0
277739,0.0
15595,1.0
15597,0.0
146670,1.0
146672,0.0
146681,1.0
277755,0.0
277756,0.0
277757,0.0
277758,1.0
15613,1.0
146688,0.0
146691,0.0
277765,1.0
146698,1.0
277773,1.0
15630,0.0
146704,0.0
146705,0.0
15634,0.0
146706,1.0
146713,0.0
277785,0.0
15641,1.0
15643,1.0
277792,0.0
146720,1.0
277795,0.0
146726,1.0
146727,0.0
146728,1.0
15657,1.0
146731,1.0
15661,0.0
277814,0.0
146743,0.0
277819,1.0
277820,0.0
15677,0.0
146749,1.0
277824,1.0
15683,0.0
146756,0.0
15687,0.0
277835,1.0
277836,1.0
277837,1.0
146766,1.0
146773,1.0
15705,0.0
146778,0.0
277851,0.0
15706,1.0
277852,1.0
15707,1.0
146783,0.0
277856,1.0
15713,1.0
277858,0.0
146791,1.0
15723,0.0
146798,0.0
146800,0.0
146801,1.0
15730,1.0
146806,0.0
15735,1.0
277883,0.0
146812,0.0
15741,1.0
146816,0.0
15744,1.0
15747,1.0
146820,1.0
15751,1.0
146824,1.0
15758,0.0
277902,1.0
15764,1.0
15765,1.0
146838,0.0
277910,1.0
146840,0.0
15767,1.0
146842,1.0
277920,1.0
146856,1.0
277930,1.0
146859,0.0
15792,1.0
15794,1.0
15795,1.0
146868,1.0
277942,0.0
15799,0.0
146876,0.0
15805,1.0
277948,1.0
15807,0.0
277952,0.0
146881,0.0
277954,1.0
277959,0.0
15818,0.0
146893,0.0
15823,1.0
277971,0.0
146899,0.0
277977,0.0
15833,0.0
15836,1.0
277998,1.0
277999,1.0
15859,1.0
15860,1.0
15865,0.0
15866,1.0
146939,0.0
146938,1.0
278013,1.0
278015,0.0
146945,1.0
146947,0.0
146954,1.0
15888,0.0
278033,0.0
15893,0.0
278041,1.0
146969,1.0
278046,0.0
146977,1.0
278056,1.0
146985,1.0
278060,0.0
278061,0.0
146995,0.0
278068,0.0
15930,0.0
147003,0.0
15931,1.0
147005,0.0
15934,0.0
147007,0.0
278076,1.0
15943,0.0
147020,0.0
15950,0.0
147022,1.0
15955,0.0
15958,0.0
15959,0.0
15960,1.0
15963,1.0
278113,0.0
15971,0.0
278117,0.0
15974,0.0
15978,0.0
15980,0.0
147056,1.0
278130,1.0
278131,1.0
278133,1.0
278135,1.0
147064,0.0
147066,1.0
278139,1.0
278140,1.0
147069,1.0
278141,1.0
278152,1.0
16011,0.0
278155,1.0
278159,1.0
16017,1.0
278163,0.0
278166,1.0
278168,1.0
278169,0.0
16024,1.0
278173,1.0
147102,1.0
16037,0.0
16040,0.0
278186,0.0
278187,1.0
147116,0.0
278188,0.0
16045,0.0
278190,1.0
16051,1.0
147128,1.0
278207,0.0
278208,0.0
147137,0.0
278209,0.0
147138,0.0
16067,1.0
16074,0.0
16086,1.0
16087,0.0
147161,0.0
16089,1.0
278241,0.0
147171,1.0
16116,0.0
147188,1.0
147191,1.0
16121,0.0
278274,1.0
147208,0.0
147209,0.0
278282,0.0
278283,0.0
278285,1.0
16143,0.0
278298,0.0
147233,1.0
278307,0.0
278310,1.0
278311,0.0
147241,1.0
278317,0.0
147247,0.0
147249,1.0
16178,0.0
147251,1.0
147253,0.0
16182,1.0
278328,1.0
147258,0.0
16191,1.0
147267,0.0
278341,0.0
147271,1.0
278344,0.0
16201,0.0
16202,0.0
16205,0.0
16206,1.0
147281,0.0
278358,0.0
278363,0.0
278367,0.0
147297,1.0
16230,0.0
278377,0.0
16235,1.0
278381,0.0
147309,1.0
16242,0.0
147322,1.0
16253,1.0
278398,0.0
16257,0.0
147334,1.0
16264,0.0
278412,1.0
147348,1.0
278421,0.0
147349,0.0
16278,1.0
16277,1.0
16282,1.0
16284,0.0
16287,1.0
147360,0.0
16288,0.0
16290,0.0
278433,1.0
278432,1.0
16293,0.0
16296,1.0
278446,0.0
278450,0.0
147383,0.0
16311,0.0
16313,0.0
147385,1.0
278459,1.0
278470,0.0
278474,1.0
16332,0.0
278479,0.0
16336,0.0
16339,1.0
278484,0.0
16343,0.0
278493,0.0
16350,0.0
278495,0.0
147423,0.0
278498,0.0
147426,1.0
278501,1.0
278505,0.0
147439,0.0
147443,1.0
278519,1.0
147449,1.0
147450,1.0
16382,0.0
278530,1.0
147469,1.0
16398,1.0
16400,0.0
278549,0.0
147483,1.0
278556,0.0
16412,1.0
278560,0.0
16417,1.0
278562,0.0
278563,0.0
278567,1.0
278568,0.0
16424,1.0
278570,1.0
278572,1.0
16432,1.0
147508,1.0
147512,1.0
147513,1.0
278587,0.0
278589,1.0
147519,0.0
278592,0.0
16449,1.0
278595,0.0
16453,1.0
278597,1.0
147532,1.0
16462,0.0
278607,0.0
278609,1.0
16466,0.0
278612,1.0
16470,0.0
278617,1.0
16474,0.0
147547,0.0
278618,0.0
278622,0.0
147552,0.0
16483,1.0
16485,0.0
16487,0.0
278633,0.0
16491,0.0
147563,1.0
147576,1.0
147579,1.0
278652,0.0
147582,1.0
16513,0.0
278658,0.0
16515,1.0
16517,1.0
16520,1.0
147600,0.0
278677,0.0
16539,0.0
278687,1.0
16546,0.0
147621,0.0
147624,1.0
278700,1.0
278702,0.0
16559,0.0
147636,0.0
278708,0.0
16568,1.0
147641,1.0
147644,0.0
278717,1.0
147652,0.0
16587,0.0
16589,0.0
16591,1.0
147665,0.0
278737,1.0
16594,1.0
278740,0.0
16597,0.0
16593,1.0
16604,0.0
16607,1.0
278756,0.0
147690,1.0
278765,0.0
16621,1.0
16627,1.0
278774,1.0
278775,0.0
16634,0.0
278782,0.0
147713,1.0
278789,0.0
16646,0.0
147719,0.0
16648,1.0
16652,1.0
147725,1.0
278799,1.0
147729,0.0
16660,1.0
16670,0.0
16671,0.0
16676,0.0
147752,0.0
16680,1.0
16683,0.0
278830,0.0
16687,1.0
147761,0.0
16689,0.0
147763,1.0
147773,1.0
16702,1.0
16705,1.0
147783,0.0
147784,0.0
147785,1.0
278857,1.0
278863,0.0
16719,0.0
147794,0.0
278877,0.0
147805,1.0
278881,1.0
147810,1.0
147813,0.0
278888,0.0
147819,0.0
278896,0.0
147828,0.0
147829,0.0
147830,0.0
147832,0.0
16765,1.0
16766,0.0
16771,0.0
147843,1.0
16778,0.0
278922,0.0
278923,1.0
278928,0.0
16787,1.0
147863,0.0
147868,0.0
278942,1.0
147873,0.0
16806,1.0
147879,0.0
16811,1.0
16815,1.0
147889,1.0
16818,0.0
278964,0.0
147894,1.0
16823,0.0
147897,0.0
278972,0.0
147901,0.0
278976,1.0
147907,1.0
278980,0.0
147914,1.0
147917,0.0
16847,0.0
278994,1.0
16855,1.0
279000,0.0
16857,0.0
16861,0.0
147933,0.0
279007,0.0
16863,1.0
147939,0.0
147941,0.0
16869,1.0
16872,1.0
279017,1.0
147947,0.0
147950,1.0
16879,1.0
279026,1.0
279027,0.0
16884,0.0
147957,0.0
279028,1.0
16883,1.0
279032,0.0
147960,1.0
279034,1.0
147963,1.0
279029,1.0
279033,1.0
147968,0.0
16898,1.0
279049,0.0
147978,0.0
147979,0.0
147982,0.0
16912,1.0
279058,0.0
16915,0.0
279060,1.0
147989,0.0
16914,1.0
16917,1.0
16923,0.0
279069,1.0
279074,0.0
16930,0.0
148008,1.0
279081,0.0
279080,1.0
148012,1.0
148017,0.0
279093,1.0
279094,0.0
279095,1.0
16952,1.0
279100,0.0
16957,0.0
16958,0.0
279103,0.0
279102,0.0
148032,1.0
148038,1.0
279112,0.0
16969,1.0
16970,0.0
16976,1.0
148057,0.0
16985,0.0
16990,1.0
16991,1.0
148064,1.0
148065,0.0
279141,0.0
279142,1.0
16999,0.0
279145,1.0
17002,0.0
279148,1.0
279152,1.0
148083,0.0
279158,1.0
17015,0.0
148088,0.0
148092,0.0
17021,0.0
148097,1.0
148099,1.0
148101,0.0
148102,1.0
17032,1.0
17033,0.0
148109,0.0
17038,0.0
148111,1.0
17044,0.0
148118,1.0
17049,1.0
17050,1.0
148126,1.0
148130,0.0
148131,1.0
148134,1.0
17064,1.0
148139,1.0
17072,0.0
279223,0.0
279225,1.0
148155,0.0
17083,1.0
279237,0.0
148165,1.0
17096,0.0
279242,0.0
279243,0.0
148171,1.0
279245,1.0
17102,1.0
17107,1.0
17113,1.0
148186,1.0
17117,0.0
148190,1.0
17120,1.0
148194,1.0
279269,0.0
279270,0.0
279272,0.0
17128,1.0
148203,1.0
148204,0.0
148212,1.0
279285,1.0
148216,0.0
148217,1.0
148221,1.0
17151,0.0
148223,1.0
148225,0.0
279297,0.0
17156,1.0
279303,0.0
279306,1.0
148235,0.0
148236,0.0
148240,0.0
148242,1.0
279317,1.0
17179,1.0
17180,0.0
279325,0.0
279327,0.0
17185,0.0
279331,1.0
148260,1.0
279333,1.0
279334,0.0
17190,1.0
279336,0.0
279337,1.0
279339,0.0
279341,0.0
